Wavelength (nm),Absorbance,Title,Time
393,0.000645,,
392.5,0.000524,,
392,0.000283,,
391.5,0.00042,,
391,0.00028,,
390.5,0.000397,,
390,0.000186,,
389.5,0.00061,,
389,0.00025,,
388.5,0.000188,,
388,0.000634,,
387.5,0.00028,,
387,0.000558,,
386.5,0.000419,,
386,0.000079,,
385.5,0.000457,,
385,0.000652,,
384.5,0.000391,,
384,0.000776,,
383.5,0.000289,,
383,0.000758,,
382.5,0.000396,,
382,0.000261,,
381.5,0.000391,,
381,0.000291,,
380.5,0.000565,,
380,0.000589,,
379.5,0.00067,,
379,0.000469,,
378.5,0.000426,,
378,0.000623,,
377.5,0.000199,,
377,0.000713,,
376.5,0.000264,,
376,0.000492,,
375.5,0.000262,,
375,0.000162,,
374.5,0.000258,,
374,0.001175,,
373.5,0.000186,,
373,0.000215,,
372.5,0.000676,,
372,0.000608,,
371.5,0.000762,,
371,0.000193,,
370.5,0.000778,,
370,0.000539,,
369.5,0.000603,,
369,0.001005,,
368.5,0.000452,,
368,0.000575,,
367.5,0.00036,,
367,0.000502,,
366.5,0.000555,,
366,0.000685,,
365.5,0.000589,,
365,0.000393,,
364.5,0.000726,,
364,0.000694,,
363.5,0.000433,,
363,0.000876,,
362.5,0.000744,,
362,0.00078,,
361.5,0.000507,,
361,0.00075,,
360.5,0.000975,,
360,0.000696,,
359.5,0.000548,,
359,0.000978,,
358.5,0.000575,,
358,0.000721,,
357.5,0.000522,,
357,0.000683,,
356.5,0.000874,,
356,0.000611,,
355.5,0.000444,,
355,0.000298,,
354.5,0.000471,,
354,0.000685,,
353.5,0.000589,,
353,0.000463,,
352.5,0.000414,,
352,0.001026,,
351.5,0.000758,,
351,0.000678,,
350.5,0.000725,,
350,0.000669,,
349.5,0.000641,,
349,0.000603,,
348.5,0.000635,,
348,0.000738,,
347.5,0.000127,,
347,0.001115,,
346.5,0.000799,,
346,0.000814,,
345.5,0.000873,,
345,0.000427,,
344.5,0.000919,,
344,0.000808,,
343.5,0.000576,,
343,0.000859,,
342.5,0.000281,,
342,0.000362,,
341.5,0.000976,,
341,0.000592,,
340.5,0.00069,,
340,0.000843,,
339.5,0.000753,,
339,0.000423,,
338.5,0.000555,,
338,0.000296,,
337.5,0.000354,,
337,0.000561,,
336.5,0.000643,,
336,0.000741,,
335.5,0.000749,,
335,0.000497,,
334.5,0.000188,,
334,0.001065,,
333.5,0.000376,,
333,0.000225,,
332.5,0.000795,,
332,0.000248,,
331.5,0.000346,,
331,0.000517,,
330.5,0.000341,,
330,0.000586,,
329.5,0.000305,,
329,0.000827,,
328.5,0.00102,,
328,0.000698,,
327.5,0.000279,,
327,0.000436,,
326.5,0.000545,,
326,0.000754,,
325.5,0.000454,,
325,0.00029,,
324.5,0.000797,,
324,0.000871,,
323.5,0.000864,,
323,0.000658,,
322.5,0.000489,,
322,0.000569,,
321.5,0.00059,,
321,0.000399,,
320.5,0.000818,,
320,0.000761,,
319.5,0.000716,,
319,0.000752,,
318.5,0.000824,,
318,0.000818,,
317.5,0.000748,,
317,0.000848,,
316.5,0.000816,,
316,0.000801,,
315.5,0.000646,,
315,0.000701,,
314.5,0.000741,,
314,0.000866,,
313.5,0.000841,,
313,0.000887,,
312.5,0.000822,,
312,0.000872,,
311.5,0.000743,,
311,0.000981,,
310.5,0.000989,,
310,0.001005,,
309.5,0.000927,,
309,0.00087,,
308.5,0.000651,,
308,0.000903,,
307.5,0.001066,,
307,0.000654,,
306.5,0.00086,,
306,0.000803,,
305.5,0.001267,,
305,0.001139,,
304.5,0.000947,,
304,0.000744,,
303.5,0.00075,,
303,0.000803,,
302.5,0.00121,,
302,0.001224,,
301.5,0.001359,,
301,0.001149,,
300.5,0.001522,,
300,0.001236,,
299.5,0.001604,,
299,0.001417,,
298.5,0.001497,,
298,0.001392,,
297.5,0.001465,,
297,0.001422,,
296.5,0.001374,,
296,0.001571,,
295.5,0.001376,,
295,0.001851,,
294.5,0.001533,,
294,0.001532,,
293.5,0.001897,,
293,0.002022,,
292.5,0.002152,,
292,0.00212,,
291.5,0.002238,,
291,0.002127,,
290.5,0.002352,,
290,0.00264,,
289.5,0.002911,,
289,0.003054,,
288.5,0.002917,,
288,0.003199,,
287.5,0.003037,,
287,0.003174,,
286.5,0.003179,,
286,0.003559,,
285.5,0.003589,,
285,0.003384,,
284.5,0.003892,,
284,0.00353,,
283.5,0.003675,,
283,0.00395,,
282.5,0.003908,,
282,0.004055,,
281.5,0.003954,,
281,0.004189,,
280.5,0.003901,,
280,0.003964,,
279.5,0.003965,,
279,0.003714,,
278.5,0.003841,,
278,0.003975,,
277.5,0.004125,,
277,0.004606,,
276.5,0.004266,,
276,0.003936,,
275.5,0.004416,,
275,0.004044,,
274.5,0.004148,,
274,0.003962,,
273.5,0.003781,,
273,0.003807,,
272.5,0.003922,,
272,0.004054,,
271.5,0.003975,,
271,0.003942,,
270.5,0.004196,,
270,0.003747,,
269.5,0.003457,,
269,0.003479,,
268.5,0.00354,,
268,0.003712,,
267.5,0.003703,,
267,0.003342,,
266.5,0.003476,,
266,0.003512,,
265.5,0.003226,,
265,0.003409,,
264.5,0.003334,,
264,0.003466,,
263.5,0.002953,,
263,0.003294,,
262.5,0.003226,,
262,0.002877,,
261.5,0.002472,,
261,0.002303,,
260.5,0.002364,,
260,0.002234,,
259.5,0.001945,,
259,0.002195,,
258.5,0.000996,,
258,0.000459,,
257.5,0.000664,,
257,0.000372,,
256.5,-0.000804,,
256,-0.001394,,
255.5,-0.00123,,
255,-0.002558,,
254.5,-0.004241,,
254,-0.004177,,
253.5,-0.005852,,
253,-0.006929,,
252.5,-0.012841,,
252,-0.011174,,
251.5,-0.015659,,
251,-0.018103,,
250.5,-0.018193,,
250,-0.067745,,
249.5,NaN,,
249,NaN,,
248.5,NaN,,
248,NaN,,
247.5,NaN,,
247,NaN,,
246.5,NaN,,
246,NaN,,
245.5,NaN,,
245,NaN,,
244.5,NaN,,
244,NaN,,
243.5,NaN,,
243,NaN,,
242.5,NaN,,
242,NaN,,
241.5,NaN,,
241,NaN,,
240.5,NaN,,
240,NaN,,
